serial_number,asset_tag_id,device_name,mac_address,manufacturer,model,hardware_specs,attached_peripheral_devices,asset_category,asset_subcategory,related_po_number,vendor,purchase_date,purchase_cost,cost_center,warranty_term,warranty_expiry_date,support_agreements,assigned_user,recently_logged_in_users,last_found_ip_address,assigned_location,discovered_location,lifecycle_status,technical_sme,installed_os,installed_software,related_it_tickets,maintenance_count,environmental_conditions,hardware_specs_quality,asset_age_days,under_warranty,days_since_last_login,num_installed_software,hardware_power_score,location_match
7b777a9d-c631-435d-a840-dc7a97057506,44a0f5e9-7f08-4700-b9d8-bcec2679f5ec,then,d8:df:09:96:7b:01,hp,modela,"8GB, 512GB SSD, Intel i5/NVIDIA RTX 2060",Monitor,server,blade,2e61a595-fd99-4e6b-851f-ce2fe0a65280,oconnell-park,2021-07-31,3989.12,it,3 years,2024-07-31,Extended Support,yesenia bryant,Chad Williams,214.41.72.161,new york,los angeles,Active,jane smith,linux,"Visual Studio, Adobe Photoshop, MS Office",f50eb6ae-d73c-495d-a87e-0a65076d48cd,5,low,low,1078,1,,3,6,0
7acf3f4c-6421-4147-81f4-c63545bd9ed9,00fac4ff-db68-47c4-a0c2-91a0920decc7,effort,94:19:c8:ec:dd:70,canon,modelc,"8GB, 256GB SSD, AMD Ryzen 7/NVIDIA GTX 1650",None,laptop,ultrabook,f25eec6e-bd6f-4dba-8b69-20f244f3531d,murphy-joseph,2023-01-25,2355.81,marketing,1 years,2024-01-25,Extended Support,james phillips,"William Gonzales, Jennifer Morgan, Daniel Watkins",170.78.65.230,chicago,chicago,In Maintenance,robert brown,windows 10,"Zoom, Adobe Photoshop",7714129b-04b0-4bf3-a529-929e46afd513,1,medium,low,535,0,,2,5,1
81d3d839-4ecd-4aa9-b592-ea38c7c5b5e6,11ff5feb-389b-468c-8a06-bab0119383e2,model,66:ff:91:67:cf:2e,apple,modelc,"32GB, 256GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Monitor,printer,laser,a4f650bb-5679-4ef5-bcff-18d011663d26,carrillo inc,2021-04-13,1809.22,it,1 years,2022-04-13,Basic Support,andrea thomas,Victoria Garza,164.234.202.193,san francisco,los angeles,In Maintenance,emily davis,windows 10,"Visual Studio, Zoom, MS Office",57e0f53f-2cd7-4fec-963c-42215d44853f,2,high,high,1187,0,,3,6,0
1290efee-26f4-45f0-b9e6-88248a92d56f,4322d618-cbe9-46b5-b272-9aaa276939d1,will,f8:62:a4:cd:01:bb,hp,modelb,"8GB, 1TB HDD, AMD Ryzen 7/NVIDIA GTX 1650",Printer,desktop,all-in-one,876bc548-e4a9-4517-934b-c62007bc0040,singleton ltd,2023-11-29,979.74,marketing,1 years,2024-11-29,Extended Support,john weber,John Guzman,17.36.210.47,san francisco,los angeles,Active,jane smith,windows 10,Zoom,941f9014-3345-4521-9ced-adac13b36c6a,3,medium,medium,227,1,,1,5,0
ac30ed25-2a41-4da4-92d5-95cb1a4fee84,f1d8deef-a1e7-4fff-95d0-93be86ebed8e,mention,da:81:12:8b:1a:4d,dell,modela,"32GB, 512GB SSD, Intel i7/NVIDIA RTX 2060",Mouse,router,wired,f234f8a7-a1e6-4239-aa3b-1458a886f2a6,sanders and sons,2021-10-02,873.72,finance,2 years,2023-10-02,Basic Support,whitney parrish,"Kimberly Hill, Jason Williamson",4.27.50.137,new york,new york,In Maintenance,john doe,macos,"Visual Studio, Zoom, Adobe Photoshop",f27aee3f-ce97-4dcc-aa11-1890eb98415b,2,high,low,1015,0,,3,9,1
0453604e-b974-48aa-9f15-e9cbb4abbe99,a912c551-c2cd-45bd-93de-e5436ebdcdf9,movie,d8:e6:fd:88:b3:fb,canon,modela,"8GB, 512GB SSD, AMD Ryzen 7/AMD RX 580",Printer,router,wireless,a67f2b5a-b475-4d0b-a6e8-06f86dadf055,jones-white,2020-03-22,1973.94,it,1 years,2021-03-22,Basic Support,christine hernandez,Kristine Wright,202.209.97.7,los angeles,san francisco,In Maintenance,jane smith,macos,"Adobe Photoshop, MS Office",2d58e9da-3e0a-494a-bd02-4fe96c8b8eff,2,high,medium,1574,0,,2,6,0
4e803d02-9b9b-4a81-99fc-ce223000396d,021d811b-5b87-4d6d-966d-c04e55459048,work,1e:3c:29:e8:94:e8,canon,modelb,"32GB, 512GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",None,router,wired,a00cf40c-1719-4746-b230-cc71de284e20,johns-mann,2021-05-11,2465.5,it,1 years,2022-05-11,Extended Support,tammy rodriguez,Jack Fuentes Jr.,208.120.118.167,los angeles,san francisco,In Maintenance,jane smith,linux,"Zoom, MS Office, Adobe Photoshop",58b9acd0-edfe-4dd5-b8cc-e04a82771114,0,high,high,1159,0,,3,9,0
a096a802-e3d1-41e8-9c59-b94e645a46c6,4116279e-dbb4-402e-abfa-ca4c50cef99d,possible,32:a1:8c:7e:19:0b,hp,modela,"32GB, 256GB SSD, AMD Ryzen 7/NVIDIA GTX 1650",Monitor,router,wired,d3787f33-70e4-4cf2-bf5a-4a21cf88253c,"schwartz, parker and wang",2019-11-02,3262.08,it,2 years,2021-11-02,Basic Support,jessica mcgee,Joshua Moreno,197.211.154.67,chicago,los angeles,Decommissioned,emily davis,linux,"Zoom, Adobe Photoshop",fad86f43-0dd7-4432-a4b0-abc01812f8c1,1,medium,high,1715,0,,2,7,0
85d816a2-bd86-4856-9dd8-3b9f7164856d,16c68a29-e933-4562-b13e-d8d8dd9cb66b,bad,98:73:a2:f8:21:e2,cisco,modelc,"32GB, 1TB HDD, Intel i7/NVIDIA RTX 2060",Mouse,server,blade,d18c02b9-64c0-4676-8d5f-a6458059b2df,tucker inc,2021-10-17,3414.25,hr,3 years,2024-10-17,Basic Support,patrick jones,"Natalie Vang, Elizabeth Stevens, John Miller",63.189.169.242,chicago,chicago,Active,john doe,windows 10,"Zoom, Adobe Photoshop",42588f38-601f-435c-820a-7cae69e864c5,3,medium,medium,1000,1,,2,8,1
aee61c25-887e-4b99-a162-48b5e968f7db,e1c5edeb-894e-462b-b72d-735b8e79e240,whose,3c:dc:17:1c:92:12,canon,modeld,"32GB, 1TB HDD, Intel i7/NVIDIA RTX 2060",Printer,printer,laser,bb471783-a88c-43fd-af69-299428622ea5,stanley group,2021-11-13,4659.71,finance,3 years,2024-11-13,Extended Support,anna reyes,"Sarah Carter, Laura Adams",29.151.118.73,los angeles,los angeles,In Maintenance,emily davis,macos,"Zoom, Adobe Photoshop",45a4b99f-7ab0-48c5-9936-d5178139a523,0,low,high,973,1,,2,8,1
af1ff720-dda2-4d90-bacf-b16efe8b9524,2b8e1d26-42b9-4970-b195-7f166a607d7a,few,92:97:42:dc:7d:a7,netgear,modelc,"8GB, 512GB SSD, AMD Ryzen 5/NVIDIA RTX 2060",Keyboard,desktop,all-in-one,7254477c-79b7-4984-8830-87d69689e55f,"hanson, green and smith",2022-06-21,4542.09,finance,2 years,2024-06-21,Extended Support,shane melton,"Taylor Brooks, Jaime Hernandez",54.212.130.109,new york,chicago,In Maintenance,john doe,macos,"MS Office, Zoom, Adobe Photoshop",663c2f9c-7829-48cb-ae5f-6f0c8d0ae191,0,high,low,753,0,,3,6,0
32af99c5-f151-451b-8bfc-26e0bd223447,c9bf97b4-19a0-4cb9-8b20-360f828e5883,million,3a:4f:be:74:f2:6a,netgear,modelb,"32GB, 256GB SSD, Intel i7/NVIDIA RTX 2060",Keyboard,router,wireless,04307038-92b7-41bc-b017-d56d4e0c8487,wright-anderson,2021-04-15,4760.0,finance,2 years,2023-04-15,Extended Support,michelle phelps,"James Mcbride, Travis Duarte, Kenneth Carter",4.89.2.168,san francisco,chicago,In Maintenance,john doe,windows 10,Visual Studio,dddbdb3f-f771-400e-80bf-b347d26ad882,0,low,low,1185,0,,1,8,0
1a01a76c-3c2e-49ba-85d5-96456324583c,4d0214f9-2f56-4c4b-8242-c92780ff7b7f,knowledge,4a:7b:49:33:94:6a,hp,modela,"32GB, 256GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",None,server,blade,014a61ff-763a-48ff-915e-1a363ae41e40,"smith, steele and york",2020-10-24,3291.09,it,3 years,2023-10-24,Extended Support,robert lopez,"Kimberly Brown, Anna Moore",103.59.68.34,chicago,san francisco,In Maintenance,emily davis,macos,"Adobe Photoshop, MS Office",756259b1-bc6c-4024-9529-22d55d834fce,4,high,low,1358,0,,2,8,0
4a0361fe-5a46-4038-adf0-de00d95d5e2b,d4b709bf-818a-4662-a6a6-b9a83494c9cb,year,fc:74:88:8f:69:f6,canon,modelc,"16GB, 1TB HDD, Intel i7/NVIDIA RTX 2060",Keyboard,router,wired,873d2736-40da-45dd-9f2d-0e3b3fae37fe,smith inc,2021-08-24,1294.82,finance,1 years,2022-08-24,Basic Support,jesse gallagher,"Courtney Brown, James Jackson, Haley Miles",26.37.88.235,chicago,chicago,Decommissioned,emily davis,windows 11,"Zoom, Adobe Photoshop",ef0e2734-ad59-4ae8-9bff-2375a57c87fb,3,low,medium,1054,0,,2,7,1
417f8e3c-6482-4932-99ba-119570345f17,6987b630-f887-4b54-8219-de24abc29fef,budget,e8:ad:ba:cc:4a:5d,apple,modela,"8GB, 512GB SSD, Intel i5/NVIDIA GTX 1650",Monitor,server,blade,bbcb7d64-504f-45d5-96af-dfe5bc587d2f,"howard, powell and schneider",2021-02-07,3556.21,it,3 years,2024-02-07,Extended Support,jason lopez,"Jared Dixon, Michelle Morrison",109.173.6.218,new york,san francisco,In Maintenance,jane smith,windows 11,"Zoom, MS Office",20d2dbeb-3ab0-4377-843d-2c71932fbcbc,5,medium,high,1252,0,,2,5,0
5d32dafc-7e8d-47ad-b50f-ed0d27b12668,b74af8df-9ff6-488c-9180-03e2efaccd13,one,6c:c5:f4:f7:77:f8,lenovo,modeld,"32GB, 512GB SSD, Intel i7/NVIDIA RTX 2060",None,desktop,all-in-one,0177f4eb-889f-4af5-9404-d4cb88d55086,clark-morris,2020-07-30,4264.58,hr,2 years,2022-07-30,Basic Support,christopher jones,"Rebecca Moses, Lisa Drake, Kristin Woodward",211.133.236.206,san francisco,chicago,In Maintenance,jane smith,windows 10,"Visual Studio, Zoom",ff5d8fe6-da19-40a0-9824-a4425a2a0030,4,medium,low,1444,0,,2,9,0
a29b4a05-866d-4987-8d2a-a92e2b482f14,4bdfc782-424f-451b-886d-4a58a2fcc1f8,eight,ce:21:6c:d2:2b:63,netgear,modeld,"16GB, 512GB SSD, AMD Ryzen 5/NVIDIA RTX 2060",Keyboard,switch,unmanaged,e4a17cda-72dc-4cc4-af11-e0a56e303f17,miller plc,2021-08-07,2892.02,hr,2 years,2023-08-07,Basic Support,kayla austin,"Jasmine Molina, Eileen Sloan",218.196.199.169,los angeles,los angeles,Decommissioned,emily davis,windows 10,Zoom,2000c1ba-05b9-41de-a5e9-08233695d7e5,0,medium,high,1071,0,,1,7,1
fdbc3c5d-e450-446a-b279-9b736ce44edc,05d67122-f889-4705-abd9-1718824962d2,concern,0e:e3:d2:2f:e2:8f,lenovo,modelb,"8GB, 512GB SSD, Intel i7/NVIDIA RTX 2060",Mouse,printer,laser,b741e9e8-b558-4281-b62b-4a6590ba367c,dean-blair,2019-10-24,2230.24,it,1 years,2020-10-24,Basic Support,taylor hall,"Julie Hansen, Melissa Welch",178.133.48.38,san francisco,los angeles,In Maintenance,john doe,windows 10,"Zoom, Visual Studio, Adobe Photoshop",eb21363d-63e6-47bd-abcd-89b7dd2fa23d,2,low,low,1724,0,,3,7,0
99903bdd-d307-420a-952d-2f97114c1c78,7f0f2658-a90a-4db9-ac2b-9917309d0147,under,04:58:6a:88:6f:ab,dell,modela,"8GB, 1TB HDD, AMD Ryzen 7/NVIDIA GTX 1650",Monitor,desktop,tower,7f59adab-7674-4163-8475-aeca55e389cc,"duncan, casey and baker",2022-05-21,535.96,it,3 years,2025-05-21,Basic Support,deborah huber,Richard Lee,58.251.183.115,los angeles,new york,Active,jane smith,linux,"MS Office, Adobe Photoshop",3a1893ec-7093-4f9f-bf6b-96ce84101d56,3,medium,high,784,1,,2,5,0
610723ed-0660-42c9-829e-d8195eab61a7,3d26ae24-9140-4c6d-9ea0-77ea3060e763,while,a4:ec:b6:2d:84:26,netgear,modelb,"8GB, 256GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Mouse,server,blade,3f936396-ffeb-4090-a174-300ce5c55f0f,collier and sons,2019-11-18,1967.58,finance,1 years,2020-11-18,Extended Support,robert jenkins,"James Diaz, Trevor Moran",37.95.112.231,new york,los angeles,In Maintenance,john doe,windows 10,Adobe Photoshop,cf0b1161-52dc-4ca6-8de6-2c81810f4287,5,low,medium,1699,0,,1,4,0
479e7885-a11f-4040-98c4-620f5c7faf79,9e798c97-e70d-4e53-b0df-91299201f307,catch,5c:35:67:52:d0:5b,netgear,modela,"8GB, 512GB SSD, Intel i5/AMD RX 580",None,printer,inkjet,2349aff6-17f3-44bf-b9ac-ff257913c25d,small-rodriguez,2020-12-22,4969.39,hr,1 years,2021-12-22,Extended Support,douglas roberts,Dean Shaffer,170.184.90.86,los angeles,san francisco,In Maintenance,john doe,linux,"MS Office, Zoom",c42c8ad3-fa13-421e-a2fa-21ba3de1a811,4,medium,medium,1299,0,,2,5,0
86fdd64a-ef0f-4b18-8930-7b416d99182f,76ac94e3-a146-4e74-aeff-f344103a59c1,ground,ba:c8:11:7d:43:f2,hp,modelc,"16GB, 1TB HDD, AMD Ryzen 7/NVIDIA RTX 2060",None,laptop,ultrabook,421c57dd-8d98-41d0-b421-23ca6f6c93f6,moon inc,2019-11-05,1900.39,hr,1 years,2020-11-05,Extended Support,brenda reynolds,Melissa Williams,54.130.167.13,los angeles,los angeles,In Maintenance,robert brown,macos,"MS Office, Visual Studio, Adobe Photoshop",ee52a1f5-e162-468b-ae3b-5d79440f32a1,5,medium,high,1712,0,,3,7,1
1055f270-4357-4497-a9a2-ce30df324ae4,0d10ae1c-c8b6-4e9c-ad20-7521502eda44,reveal,22:92:41:9a:51:40,lenovo,modelc,"8GB, 1TB HDD, AMD Ryzen 7/NVIDIA RTX 2060",Keyboard,laptop,business,147294c7-574a-4e42-bb7a-a16a1781435a,campos ltd,2020-08-07,4938.1,finance,2 years,2022-08-07,Basic Support,nancy mcfarland,"Jodi Jackson, Donna Lewis, Cameron Robinson",128.92.134.95,los angeles,new york,Decommissioned,john doe,linux,"Zoom, MS Office",81155424-218d-45df-aab5-6a107fcdd5c1,0,medium,medium,1436,0,,2,6,0
cfd244f1-551a-4308-b0b5-18a7261d7260,7a7efa7c-1f5d-4b3e-b2c1-8eb1e4bcf7a7,agent,cc:d6:45:6b:89:f5,hp,modelc,"8GB, 1TB HDD, Intel i7/NVIDIA GTX 1650",Keyboard,switch,managed,15194374-9429-4069-9166-23c631cd2370,carter inc,2024-02-20,3168.2,hr,1 years,2025-02-20,Extended Support,terry lutz,Rebecca Moore,117.99.193.184,chicago,chicago,Active,john doe,windows 11,"Visual Studio, Adobe Photoshop, MS Office",35ee0b98-072b-4d7f-9d6b-beb6718e8376,4,low,medium,144,1,,3,5,1
525cac8e-feab-4f33-96b9-8831afe60494,f9850030-3ac9-45e8-be77-ba030b3bfaa8,maybe,4e:ea:56:73:21:ae,netgear,modeld,"8GB, 256GB SSD, AMD Ryzen 7/AMD RX 580",Printer,laptop,gaming,5aa97fbc-f8ce-42b9-b5e4-93b4554716ab,mckinney-taylor,2021-03-05,1116.44,finance,2 years,2023-03-05,Extended Support,lauren wilkerson,Kevin Salazar,99.137.87.219,san francisco,new york,In Maintenance,emily davis,windows 10,"Visual Studio, Zoom, Adobe Photoshop",e643c6e9-c2d2-4e29-bf61-a6e941cdd980,2,high,low,1226,0,,3,5,0
4cce5967-220b-4ecd-9255-93a7510b2b89,524abd83-1b33-4c83-aaa9-5b512ee3ba46,environmental,22:ae:9a:93:10:1d,netgear,modelb,"8GB, 256GB SSD, Intel i7/NVIDIA RTX 2060",None,laptop,business,cb931bd2-61cc-4e74-b45a-39b02df530c3,rios-garcia,2021-06-03,4363.4,it,2 years,2023-06-03,Basic Support,sandra foster,"Teresa Garcia, Lisa Burns",74.121.121.167,los angeles,san francisco,In Maintenance,john doe,windows 11,Adobe Photoshop,b2dc7cf6-4bc7-4f6d-a0bc-3a3e49c0e984,4,low,medium,1136,0,,1,6,0
f87d8e3e-aa2c-414d-8f89-bbf35321b1b4,04a5a3da-eb8d-48b3-9677-ea80ceeb076d,wear,a2:3c:a8:d1:39:54,netgear,modelc,"32GB, 256GB SSD, AMD Ryzen 7/AMD RX 580",Keyboard,switch,managed,691fe82e-4633-47b9-99f2-4c03a709d27b,kelly-burns,2021-07-30,3440.35,it,1 years,2022-07-30,Basic Support,daniel blair,"Stanley Mitchell, John Escobar, Troy Thompson",205.101.155.171,new york,new york,In Maintenance,emily davis,windows 11,"Adobe Photoshop, Zoom",ea12f5da-74c3-4e5e-9d90-d23ccefd0711,1,high,high,1079,0,,2,7,1
7040d2e2-f978-4f4e-acc3-8919a68a177c,47685633-0b9b-4402-b601-20690d7642dc,together,42:39:f9:7f:47:77,lenovo,modelc,"32GB, 512GB SSD, Intel i7/AMD RX 580",Mouse,printer,laser,febcc249-9bf8-4aa7-bce4-419176d1b363,banks-kennedy,2020-02-16,2829.09,finance,1 years,2021-02-16,Basic Support,virginia lambert,Jennifer Yates,1.212.44.103,new york,los angeles,Decommissioned,emily davis,windows 11,Adobe Photoshop,6e10fb3d-5fa3-4d93-accb-49b32c597f26,2,medium,high,1609,0,,1,8,0
01a80ed4-e374-4579-988b-43220a69b5e6,9e13dde4-1a32-4f1a-beb2-bbac714802c3,seem,aa:12:6a:09:f8:80,apple,modela,"8GB, 1TB HDD, Intel i7/NVIDIA GTX 1650",None,printer,inkjet,d4d1d2fa-76db-40fe-8749-59ad5c0ecb24,rodriguez llc,2024-05-08,961.18,marketing,3 years,2027-05-08,Basic Support,kathleen giles,"Nicole Molina, Sandra Daniel, Phillip Wagner",130.59.230.253,new york,san francisco,Active,emily davis,linux,Zoom,b6963a1a-e571-4828-8648-232713ce32ce,1,low,high,66,1,,1,5,0
20510569-5c4b-4df0-bd16-6be2d5fe38c5,59de86c8-6bd0-41ee-b6c0-8c706f2c0b18,movement,68:34:07:fe:13:f5,cisco,modelc,"8GB, 1TB HDD, AMD Ryzen 5/AMD RX 580",Monitor,server,tower,fe03956c-31bf-4717-b342-ad77466d7b37,barker ltd,2021-10-01,885.63,marketing,2 years,2023-10-01,Extended Support,craig johnston,Donald Estrada,204.134.63.56,san francisco,new york,In Maintenance,jane smith,macos,"Zoom, Visual Studio",553fb73e-61a6-4a50-be44-5ed675d28a2b,4,low,high,1016,0,,2,4,0
46a06a70-b4ed-4958-8979-3dfbc6785af3,a8980bb1-099d-4442-9e89-701a92ff8a7d,history,e0:11:6c:cf:a6:35,lenovo,modelb,"32GB, 512GB SSD, Intel i7/NVIDIA RTX 2060",Mouse,laptop,gaming,a9f76f0a-3e61-486a-b3a1-a8e5b3b935d1,johnson plc,2023-12-18,3308.14,marketing,3 years,2026-12-18,Basic Support,christopher osborn,Matthew Williams,87.156.138.228,san francisco,new york,Active,emily davis,windows 11,"Visual Studio, Adobe Photoshop, Zoom",88c31b42-7751-4085-b8db-8038fdf9719e,2,high,low,208,1,,3,9,0
e305298b-fc3c-4fd6-8b42-cad3f1100302,f2030484-0575-45d5-bdb0-2cd3fee45d5e,defense,a0:1e:15:d3:f4:cb,apple,modelc,"8GB, 1TB HDD, AMD Ryzen 5/AMD RX 580",Mouse,server,blade,c8a9e515-71aa-4858-879d-31d54ea7e044,lowery inc,2019-09-26,959.23,finance,2 years,2021-09-26,Basic Support,steven burgess,"Alexander Ochoa, Devin Cruz, Patricia Spears",8.183.190.233,chicago,san francisco,In Maintenance,jane smith,macos,"Zoom, Adobe Photoshop",444bdbb1-890a-4d7e-8e6b-09a135914cb8,2,low,low,1752,0,,2,4,0
19710ed7-0944-4818-a335-df4496c0fb0a,c1567369-4abc-44ff-adba-e76ca4c2eeb6,themselves,5e:c4:6a:5c:f9:6b,netgear,modelb,"8GB, 256GB SSD, Intel i7/AMD RX 580",Printer,desktop,tower,f402fe07-b1a7-400e-bf8b-ebb119f31ede,"patterson, taylor and turner",2019-09-14,1188.67,marketing,3 years,2022-09-14,Basic Support,amy torres,Courtney Cohen,78.252.67.161,new york,san francisco,Decommissioned,jane smith,macos,"Zoom, Visual Studio, Adobe Photoshop",8f56501f-01d4-43fd-807c-49c1bf62b95d,0,medium,medium,1764,0,,3,5,0
80f9b77a-12a3-4720-8c0c-593186664524,4124280a-cfc4-43f6-b1aa-66d298b907e3,individual,96:bc:fd:2b:e9:d6,canon,modelb,"16GB, 256GB SSD, Intel i7/NVIDIA GTX 1650",None,switch,unmanaged,64ad5bbe-3926-4a87-948a-d25856c0f384,meyer-garrison,2021-09-09,551.63,marketing,1 years,2022-09-09,Extended Support,william welch,"Jessica Washington, David Torres, Robert Watson",163.118.205.33,los angeles,los angeles,Decommissioned,emily davis,windows 11,"MS Office, Zoom, Visual Studio",1718cbb0-7e3f-4042-94ad-3c6109e02e72,3,low,high,1038,0,,3,6,1
cfc2e7b3-ffeb-430a-93f6-425714f867f3,8782c09d-30e9-4a06-badf-1fcb8aa1c116,thing,3c:98:15:4b:bb:1e,cisco,modelb,"16GB, 256GB SSD, AMD Ryzen 7/AMD RX 580",Monitor,laptop,gaming,3a13b92c-a096-4bc9-a05c-44c6faf65c62,reed-kennedy,2023-12-09,2551.42,finance,2 years,2025-12-09,Extended Support,troy price,"Stephen Delacruz, Phillip Andersen",113.57.185.71,new york,chicago,Active,jane smith,macos,"Zoom, Visual Studio",079145fa-f9ee-4274-8812-f543361e986e,5,high,low,217,1,,2,6,0
48b3808b-0472-42cd-8c61-d4d4bbb77276,0f129ef3-6276-477c-bc22-5af621aa000a,treatment,22:69:65:00:a1:db,cisco,modeld,"16GB, 1TB HDD, Intel i5/NVIDIA RTX 2060",Keyboard,laptop,business,c7d68042-cd3d-4885-91f3-b35f8c02c1ba,hernandez-smith,2022-08-20,3482.92,finance,3 years,2025-08-20,Basic Support,timothy conner,"Carrie Hunter, Karen Vincent",24.88.191.70,san francisco,new york,Active,robert brown,linux,Adobe Photoshop,859df97e-c5cd-4c96-a7c1-118f7150bc0b,5,medium,medium,693,1,,1,6,0
6a833b7d-083c-45d4-be9c-7dca5d166e38,0a65e691-0511-4039-bde5-8745b9c27eea,soon,02:59:6f:3f:84:2a,netgear,modela,"16GB, 1TB HDD, AMD Ryzen 7/NVIDIA GTX 1650",Monitor,laptop,ultrabook,59b3dd19-f281-45a0-8d47-db03cd271d38,cochran-miranda,2024-03-29,3408.47,marketing,3 years,2027-03-29,Extended Support,wesley weiss,Jose Freeman,206.108.252.4,los angeles,los angeles,In Maintenance,jane smith,macos,Visual Studio,aaf5da43-ea70-49cd-a517-2c9ba00ac5aa,1,medium,high,106,1,,1,6,1
77272b49-7a7f-4426-b5c1-d90e63cdaf23,322484f8-d8ae-4e49-b333-528bd5421573,television,58:36:5c:4d:01:79,hp,modela,"16GB, 256GB SSD, Intel i7/NVIDIA RTX 2060",None,desktop,all-in-one,13742744-63c9-4aa9-8e55-672533b383c0,"davis, wright and brown",2024-04-20,4636.39,hr,1 years,2025-04-20,Extended Support,wesley carter,Bryan Miller,180.200.69.156,chicago,san francisco,Active,emily davis,linux,"Adobe Photoshop, Zoom",2fadac6c-0ed1-43f7-9fbc-11fe35bd9416,3,medium,low,84,1,,2,7,0
69c20fbb-8a21-46d0-8434-55babd500195,7ef75cd4-ca45-4edf-b50e-4c201e593182,fear,b2:a4:76:17:af:29,apple,modelb,"8GB, 256GB SSD, Intel i5/AMD RX 580",Printer,desktop,all-in-one,a6135ecf-9b56-4712-8e5b-0bbf3153d087,grant-smith,2019-12-18,1882.01,hr,2 years,2021-12-18,Extended Support,elizabeth young,"Karen Levine, Cynthia Grant, Kimberly Dawson",217.229.149.69,chicago,chicago,In Maintenance,emily davis,macos,"Zoom, Visual Studio, MS Office",6977b00f-ae2f-4745-a459-41597aed4b0d,5,high,medium,1669,0,,3,4,1
af7c8426-b206-47da-9539-795a4b1e7448,d6a1d3a8-7c67-4d22-9583-e8d50e14a930,present,34:4f:59:50:ac:4f,canon,modela,"32GB, 512GB SSD, Intel i7/NVIDIA RTX 2060",Mouse,server,rack,159af428-2160-4bf8-a66c-e2943bd27c0a,"griffin, smith and bell",2021-06-14,4433.25,it,2 years,2023-06-14,Basic Support,vincent davis,David Nichols,107.180.15.203,san francisco,chicago,Decommissioned,robert brown,windows 11,"Zoom, Visual Studio, Adobe Photoshop",a392140a-bb17-4426-8db9-755fa12090f1,0,low,high,1125,0,,3,9,0
e41b2762-ce5f-45c4-8700-4397ac472d8e,e11cf38c-7fd3-41ed-8c99-5132077bf1f3,life,f8:35:a0:ea:df:91,cisco,modelc,"16GB, 512GB SSD, Intel i5/NVIDIA GTX 1650",Mouse,desktop,all-in-one,a28a1880-b7f1-47b2-bba2-362758e2ab91,shelton-doyle,2019-11-09,919.87,finance,2 years,2021-11-09,Extended Support,hailey fowler,"Virginia Clark, John Herring, William Norris",207.193.158.241,san francisco,new york,Decommissioned,emily davis,windows 11,"Zoom, MS Office, Visual Studio",d25a6ad1-f661-4aaa-b1c8-ff255c12db7c,2,medium,high,1708,0,,3,6,0
24daaef1-4872-455b-b000-c69ff5de550c,81a2805e-4b4c-4d30-b963-aa8e37b2b012,reveal,a2:88:8d:4a:27:98,apple,modeld,"16GB, 512GB SSD, Intel i7/AMD RX 580",Mouse,laptop,gaming,9eebff8d-6b0b-41b1-bbb3-9cb94ab9e794,"cruz, barnett and vasquez",2021-09-03,3116.26,hr,1 years,2022-09-03,Basic Support,ryan schwartz,"Alexis Stephens, Jessica Sims, Douglas Montes",125.245.167.87,san francisco,chicago,In Maintenance,robert brown,macos,Zoom,6eccb2f5-3443-4f28-b116-a0066f7524ef,4,low,high,1044,0,,1,7,0
bf50dd6b-2176-4dfe-8617-19c83155270b,1c3e6efa-f023-49bd-99b9-7508b9a6dacb,nothing,d4:50:dd:5e:82:cf,dell,modeld,"32GB, 256GB SSD, Intel i5/NVIDIA RTX 2060",None,laptop,gaming,36e60b17-8b35-4168-9d7a-a681acbb6979,bernard group,2021-05-05,2032.67,finance,1 years,2022-05-05,Basic Support,paul austin,"Jessica Carlson, Amy Townsend, Richard Nelson",2.208.34.232,san francisco,los angeles,In Maintenance,john doe,windows 11,"Zoom, Adobe Photoshop",e784113e-b688-4722-8391-6e83ca63d2c0,3,low,low,1165,0,,2,7,0
e06b7cde-b2d3-4d9c-a1d7-31863723c23e,2306292c-c7e1-4ea9-9408-ca5345022eb7,bar,c4:98:4b:c4:c5:54,canon,modela,"32GB, 1TB HDD, AMD Ryzen 5/NVIDIA GTX 1650",Mouse,laptop,gaming,0305da8f-cd37-4666-ab12-4226107aa911,miller-jackson,2019-09-25,1102.67,hr,1 years,2020-09-25,Basic Support,sara kirby,"David Myers, John Martin",166.240.8.187,chicago,new york,In Maintenance,john doe,windows 11,"MS Office, Visual Studio",f036617f-c3b7-4ae5-87a8-aeaf37e4ae4b,5,low,high,1753,0,,2,6,0
ace20be3-83b7-4085-b733-3ff44b11ef35,d8261488-8267-4e15-ae40-0ee3e2688b06,pm,38:da:52:17:95:59,apple,modelb,"32GB, 256GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Keyboard,switch,unmanaged,b306479e-2f8a-4bd8-828e-5046de17a5e4,lee-rivera,2024-03-29,3359.66,it,3 years,2027-03-29,Extended Support,elizabeth wells,"Shane Zimmerman, Ronald Johnston, Brian Armstrong",98.134.255.165,san francisco,san francisco,In Maintenance,emily davis,windows 11,Zoom,97f660eb-0577-4503-a8f6-6a346c530a53,0,low,medium,106,1,,1,6,1
